"region","system","network","isIO","instanceId","hourlyPrice","weeklyPrice","standard","monthlyPrice","yearlyPrice","2yearPrice","3yearPrice","4yearPrice","5yearPrice"
"cn-shenzhen","linux","vpc","true","ecs.r5.xlarge","2.26","182.56","652.0","619.4","5868.0","9388.8","10562.4","11266.56","11736.0"
"cn-shenzhen","linux","vpc","true","ecs.t5-c1m1.2xlarge","1.16","93.24","333.0","316.35","2997.0","4795.2","5394.6","5754.24","5994.0"
"cn-shenzhen","linux","vpc","true","ecs.t5-c1m2.2xlarge","1.6","129.36","462.0","438.9","4158.0","6652.8","7484.4","7983.36","8316.0"
"cn-shenzhen","linux","vpc","true","ecs.hfc5.2xlarge","3.49","281.12","1004.0","1004.0","9999.84","15903.36","18072.0","19276.8","19879.2"
"cn-shenzhen","linux","vpc","true","ecs.c5.2xlarge","2.49","200.48","716.0","716.0","7303.2","12028.8","14176.8","15465.6","15895.2"
"cn-shenzhen","linux","vpc","true","ecs.t5-c1m4.2xlarge","2.5","201.6","720.0","684.0","6480.0","10368.0","11664.0","12441.6","12960.0"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.2xlarge","4.61","371.84","1328.0","1328.0","12908.16","20716.8","23425.92","24860.16","25497.6"
"cn-shenzhen","linux","vpc","true","ecs.ebmhfg5.2xlarge","5.53","446.32","1594.0","1594.0","15493.68","24866.4","28118.16","29839.68","30604.8"
"cn-shenzhen","linux","vpc","true","ecs.g5.2xlarge","3.54","285.6","1020.0","969.0","9180.0","14688.0","16524.0","17625.6","18360.0"
"cn-shenzhen","linux","vpc","true","ecs.i2.2xlarge","6.97","562.24","2008.0","1907.6","18072.0","28915.2","32529.6","34698.24","36144.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.2xlarge","4.53","365.12","1304.0","1238.8","11736.0","18777.6","21124.8","22533.12","23472.0"
"cn-shenzhen","linux","vpc","true","ecs.hfc5.3xlarge","5.23","421.68","1506.0","1506.0","14999.76","23855.04","27108.0","28915.2","29818.8"
"cn-shenzhen","linux","vpc","true","ecs.c5.3xlarge","3.73","300.72","1074.0","1074.0","10954.8","18043.2","21265.2","23198.4","23842.8"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.3xlarge","6.92","557.76","1992.0","1992.0","19362.24","31075.2","35138.88","37290.24","38246.4"
"cn-shenzhen","linux","vpc","true","ecs.g5.3xlarge","5.31","428.4","1530.0","1453.5","13770.0","22032.0","24786.0","26438.4","27540.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.3xlarge","6.79","547.68","1956.0","1858.2","17604.0","28166.4","31687.2","33799.68","35208.0"
"cn-shenzhen","linux","vpc","true","ecs.t5-c1m1.4xlarge","2.31","186.48","666.0","632.7","5994.0","9590.4","10789.2","11508.48","11988.0"
"cn-shenzhen","linux","vpc","true","ecs.hfc5.4xlarge","6.97","562.24","2008.0","2008.0","19999.68","31806.72","36144.0","38553.6","39758.4"
"cn-shenzhen","linux","vpc","true","ecs.t5-c1m2.4xlarge","3.21","258.72","924.0","877.8","8316.0","13305.6","14968.8","15966.72","16632.0"
"cn-shenzhen","linux","vpc","true","ecs.c5.4xlarge","4.97","400.96","1432.0","1432.0","14606.4","24057.6","28353.6","30931.2","31790.4"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.4xlarge","9.22","743.68","2656.0","2656.0","25816.32","41433.6","46851.84","49720.32","50995.2"
"cn-shenzhen","linux","vpc","true","ecs.g5.4xlarge","7.08","571.2","2040.0","1938.0","18360.0","29376.0","33048.0","35251.2","36720.0"
"cn-shenzhen","linux","vpc","true","ecs.i2.4xlarge","13.94","1124.48","4016.0","3815.2","36144.0","57830.4","65059.2","69396.48","72288.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.4xlarge","9.06","730.24","2608.0","2477.6","23472.0","37555.2","42249.6","45066.24","46944.0"
"cn-shenzhen","linux","vpc","true","ecs.hfc5.6xlarge","10.46","843.36","3012.0","3012.0","29999.52","47710.08","54216.0","57830.4","59637.6"
"cn-shenzhen","linux","vpc","true","ecs.c5.6xlarge","7.46","601.44","2148.0","2148.0","21909.6","36086.4","42530.4","46396.8","47685.6"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.6xlarge","13.83","1115.52","3984.0","3984.0","38724.48","62150.4","70277.76","74580.48","76492.8"
"cn-shenzhen","linux","vpc","true","ecs.g5.6xlarge","10.63","856.8","3060.0","2907.0","27540.0","44064.0","49572.0","52876.8","55080.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.6xlarge","13.58","1095.36","3912.0","3716.4","35208.0","56332.8","63374.4","67599.36","70416.0"
"cn-shenzhen","linux","vpc","true","ecs.hfc5.8xlarge","13.94","1124.48","4016.0","4016.0","39999.36","63613.44","72288.0","77107.2","79516.8"
"cn-shenzhen","linux","vpc","true","ecs.c5.8xlarge","9.94","801.92","2864.0","2864.0","29212.8","48115.2","56707.2","61862.4","63580.8"
"cn-shenzhen","linux","vpc","true","ecs.ebmc4.8xlarge","9.84","882.0","3150.0","3150.0","32130.0","52920.0","62370.0","68040.0","71820.0"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.8xlarge","18.44","1487.36","5312.0","5312.0","51632.64","82867.2","93703.68","99440.64","101990.4"
"cn-shenzhen","linux","vpc","true","ecs.g5.8xlarge","14.17","1142.4","4080.0","3876.0","36720.0","58752.0","66096.0","70502.4","73440.0"
"cn-shenzhen","linux","vpc","true","ecs.i2.8xlarge","27.89","2248.96","8032.0","7630.4","72288.0","115660.8","130118.4","138792.96","144576.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.8xlarge","18.11","1460.48","5216.0","4955.2","46944.0","75110.4","84499.2","90132.48","93888.0"
"cn-shenzhen","linux","vpc","true","ecs.hfg5.14xlarge","30.58","2466.24","8808.0","8808.0","85613.76","137404.8","155373.12","164885.76","169113.6"
"cn-shenzhen","linux","vpc","true","ecs.c5.16xlarge","19.89","1603.84","5728.0","5728.0","58425.6","96230.4","113414.4","123724.8","127161.6"
"cn-shenzhen","linux","vpc","true","ecs.g5.16xlarge","28.33","2284.8","8160.0","7752.0","73440.0","117504.0","132192.0","141004.8","146880.0"
"cn-shenzhen","linux","vpc","true","ecs.i2.16xlarge","55.78","4497.92","16064.0","15260.8","144576.0","231321.6","260236.8","277585.92","289152.0"
"cn-shenzhen","linux","vpc","true","ecs.r5.16xlarge","36.22","2920.96","10432.0","9910.4","93888.0","150220.8","168998.4","180264.96","187776.0"
"cn-shenzhen","linux","vpc","true","ecs.ebmg5.24xlarge","42.5","3427.2","12240.0","11628.0","110160.0","176256.0","198288.0","211507.2","220320.0"
"cn-shenzhen","linux","vpc","true","ecs.xn4.small","0.16","12.6","45.0","45.0","459.0","756.0","810.0","1080.0","1350.0"
"cn-shenzhen","linux","vpc","true","ecs.n4.small","0.29","23.52","84.0","84.0","856.8","1411.2","1512.0","2016.0","2520.0"
"cn-shenzhen","linux","vpc","true","ecs.mn4.small","0.54","43.4","155.0","155.0","1581.0","2604.0","2790.0","3720.0","4650.0"
"cn-shenzhen","linux","vpc","true","ecs.e4.small","0.9","72.8","260.0","260.0","2652.0","4368.0","4680.0","6240.0","7800.0"
"cn-shenzhen","linux","vpc","true","ecs.n4.large","0.71","57.12","204.0","204.0","2080.8","3427.2","3672.0","4896.0","6120.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.large","0.68","55.16","197.0","197.0","2009.4","3309.6","3900.6","4255.2","4491.6"
"cn-shenzhen","linux","vpc","true","ecs.mn4.large","1.08","86.8","310.0","310.0","3162.0","5208.0","5580.0","7440.0","9300.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c2g1.large","8.68","700.0","2500.0","2375.0","22500.0","36000.0","40500.0","43200.0","45000.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.large","0.99","80.08","286.0","271.7","2574.0","4118.4","4633.2","4942.08","5148.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.large","1.27","102.48","366.0","347.7","3294.0","5270.4","5929.2","6324.48","6588.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.large","1.53","102.48","366.0","366.0","3733.2","6148.8","6588.0","8784.0","10980.0"
"cn-shenzhen","linux","vpc","true","ecs.n4.xlarge","1.42","114.24","408.0","408.0","4161.6","6854.4","7344.0","9792.0","12240.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.xlarge","1.37","110.32","394.0","394.0","4018.8","6619.2","7801.2","8510.4","8983.2"
"cn-shenzhen","linux","vpc","true","ecs.ga1.xlarge","2.2","177.24","633.0","601.35","5697.0","9115.2","10254.6","10938.24","11394.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.xlarge","1.99","160.16","572.0","543.4","5148.0","8236.8","9266.4","9884.16","10296.0"
"cn-shenzhen","linux","vpc","true","ecs.mn4.xlarge","2.15","173.6","620.0","620.0","6324.0","10416.0","11160.0","14880.0","18600.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c4g1.xlarge","9.69","781.2","2790.0","2650.5","25110.0","40176.0","45198.0","48211.2","50220.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.xlarge","2.94","181.72","649.0","616.55","5841.0","9345.6","10513.8","11214.72","11682.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4-c4g1.xlarge","10.88","877.52","3134.0","2977.3","28206.0","45129.6","50770.8","54155.52","56412.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c4g1.xlarge","12.78","1030.68","3681.0","3681.0","37546.2","61840.8","68908.32","74208.96","77301.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.xlarge","2.54","204.96","732.0","695.4","6588.0","10540.8","11858.4","12648.96","13176.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.xlarge","3.07","204.96","732.0","732.0","7466.4","12297.6","13176.0","17568.0","21960.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.2xlarge","2.74","220.64","788.0","788.0","8037.6","13238.4","15602.4","17020.8","17966.4"
"cn-shenzhen","linux","vpc","true","ecs.n4.2xlarge","2.83","228.48","816.0","816.0","8323.2","13708.8","14688.0","19584.0","24480.0"
"cn-shenzhen","linux","vpc","true","ecs.ga1.2xlarge","4.4","354.48","1266.0","1202.7","11394.0","18230.4","20509.2","21876.48","22788.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4-c8g1.2xlarge","12.41","1001.0","3575.0","3396.25","32175.0","51480.0","57915.0","61776.0","64350.0"
"cn-shenzhen","linux","vpc","true","ecs.mn4.2xlarge","4.3","347.2","1240.0","1240.0","12648.0","20832.0","22320.0","29760.0","37200.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.2xlarge","5.89","363.44","1298.0","1233.1","11682.0","18691.2","21027.6","22429.44","23364.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.2xlarge","3.97","320.32","1144.0","1086.8","10296.0","16473.6","18532.8","19768.32","20592.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c8g1.2xlarge","11.67","940.8","3360.0","3192.0","30240.0","48384.0","54432.0","58060.8","60480.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.2xlarge","6.36","513.24","1833.0","1741.35","16497.0","26395.2","29694.6","31674.24","32994.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4-c4g1.2xlarge","21.76","1755.04","6268.0","5954.6","56412.0","90259.2","101541.6","108311.04","112824.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c4g1.2xlarge","25.57","2061.64","7363.0","7363.0","75102.6","123698.4","137835.36","148438.08","154623.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c8g1.2xlarge","15.39","1241.24","4433.0","4433.0","45216.6","74474.4","82985.76","89369.28","93093.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.2xlarge","6.14","409.92","1464.0","1464.0","14932.8","24595.2","26352.0","35136.0","43920.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.2xlarge","5.08","409.92","1464.0","1390.8","13176.0","21081.6","23716.8","25297.92","26352.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.3xlarge","4.1","330.96","1182.0","1182.0","12056.4","19857.6","23403.6","25531.2","26949.6"
"cn-shenzhen","linux","vpc","true","ecs.i1.3xlarge","6.76","545.16","1947.0","1849.65","17523.0","28036.8","31541.4","33644.16","35046.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.3xlarge","5.96","480.48","1716.0","1630.2","15444.0","24710.4","27799.2","29652.48","30888.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.3xlarge","9.547","769.86","2749.5","2612.02","24745.5","39592.8","44541.9","47511.36","49491.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.3xlarge","7.63","614.88","2196.0","2086.2","19764.0","31622.4","35575.2","37946.88","39528.0"
"cn-shenzhen","linux","vpc","true","ecs.n4.4xlarge","5.67","456.96","1632.0","1632.0","16646.4","27417.6","29376.0","39168.0","48960.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.4xlarge","5.47","441.28","1576.0","1576.0","16075.2","26476.8","31204.8","34041.6","35932.8"
"cn-shenzhen","linux","vpc","true","ecs.ga1.4xlarge","8.79","708.68","2531.0","2404.45","22779.0","36446.4","41002.2","43735.68","45558.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4-c8g1.4xlarge","24.83","2002.0","7150.0","6792.5","64350.0","102960.0","115830.0","123552.0","128700.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.4xlarge","12.73","1026.48","3666.0","3482.7","32994.0","52790.4","59389.2","63348.48","65988.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.4xlarge","7.94","640.64","2288.0","2173.6","20592.0","32947.2","37065.6","39536.64","41184.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.4xlarge","11.77","726.88","2596.0","2466.2","23364.0","37382.4","42055.2","44858.88","46728.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c16g1.4xlarge","15.63","1260.0","4500.0","4275.0","40500.0","64800.0","72900.0","77760.0","81000.0"
"cn-shenzhen","linux","vpc","true","ecs.i1-c5d1.4xlarge","14.44","942.32","3365.44","3197.17","30288.96","48462.34","54520.13","58154.8","60577.92"
"cn-shenzhen","linux","vpc","true","ecs.mn4.4xlarge","8.61","694.4","2480.0","2480.0","25296.0","41664.0","44640.0","59520.0","74400.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c8g1.4xlarge","30.78","2482.48","8866.0","8866.0","90433.2","148948.8","165971.52","178738.56","186186.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.4xlarge","10.17","819.84","2928.0","2781.6","26352.0","42163.2","47433.6","50595.84","52704.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.4xlarge","12.28","819.84","2928.0","2928.0","29865.6","49190.4","52704.0","70272.0","87840.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.6xlarge","8.21","661.92","2364.0","2364.0","24112.8","39715.2","46807.2","51062.4","53899.2"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.6xlarge","11.92","960.96","3432.0","3260.4","30888.0","49420.8","55598.4","59304.96","61776.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.6xlarge","13.521","1090.32","3894.0","3699.3","35046.0","56073.6","63082.8","67288.32","70092.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.6xlarge","19.09","1539.72","5499.0","5224.05","49491.0","79185.6","89083.8","95022.72","98982.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.6xlarge","15.25","1229.76","4392.0","4172.4","39528.0","63244.8","71150.4","75893.76","79056.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c28g1.7xlarge","23.88","1925.56","6877.0","6877.0","70145.4","115533.6","128737.44","138640.32","144417.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4.8xlarge","14.93","1204.0","4300.0","4085.0","38700.0","61920.0","69660.0","74304.0","77400.0"
"cn-shenzhen","linux","vpc","true","ecs.n4.8xlarge","11.33","913.92","3264.0","3264.0","33292.8","54835.2","58752.0","78336.0","97920.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1ne.8xlarge","10.94","882.56","3152.0","3152.0","32150.4","52953.6","62409.6","68083.2","71865.6"
"cn-shenzhen","linux","vpc","true","ecs.ga1.8xlarge","17.58","1417.36","5062.0","4808.9","45558.0","72892.8","82004.4","87471.36","91116.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.8xlarge","15.89","1281.28","4576.0","4347.2","41184.0","65894.4","74131.2","79073.28","82368.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c16g1.8xlarge","31.25","2520.0","9000.0","8550.0","81000.0","129600.0","145800.0","155520.0","162000.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.8xlarge","25.46","2052.96","7332.0","6965.4","65988.0","105580.8","118778.4","126696.96","131976.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.8xlarge","23.54","1453.76","5192.0","4932.4","46728.0","74764.8","84110.4","89717.76","93456.0"
"cn-shenzhen","linux","vpc","true","ecs.mn4.8xlarge","17.22","1388.8","4960.0","4960.0","50592.0","83328.0","89280.0","119040.0","148800.0"
"cn-shenzhen","linux","vpc","true","ecs.d1-c8d3.8xlarge","24.44","1970.92","7039.0","6687.05","63351.0","101361.6","114031.8","121633.92","126702.0"
"cn-shenzhen","linux","vpc","true","ecs.i1-c10d1.8xlarge","25.14","1582.96","5653.44","5370.77","50880.96","81409.54","91585.73","97691.44","101761.92"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c8g1.8xlarge","61.57","4964.68","17731.0","17731.0","180856.2","297880.8","331924.32","357456.96","372351.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.8xlarge","20.33","1639.68","5856.0","5563.2","52704.0","84326.4","94867.2","101191.68","105408.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.8xlarge","24.56","1639.68","5856.0","5856.0","59731.2","98380.8","105408.0","140544.0","175680.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c8g1.14xlarge","123.13","9929.36","35462.0","35462.0","361712.4","595761.6","663848.64","714913.92","744702.0"
"cn-shenzhen","linux","vpc","true","ecs.gn4.14xlarge","29.86","2407.72","8599.0","8169.05","77391.0","123825.6","139303.8","148590.72","154782.0"
"cn-shenzhen","linux","vpc","true","ecs.d1-c14d3.14xlarge","37.07","2989.0","10675.0","10141.25","96075.0","153720.0","172935.0","184464.0","192150.0"
"cn-shenzhen","linux","vpc","true","ecs.ga1.14xlarge","35.16","2835.0","10125.0","9618.75","91125.0","145800.0","164025.0","174960.0","182250.0"
"cn-shenzhen","linux","vpc","true","ecs.d1.14xlarge","44.55","3592.68","12831.0","12189.45","115479.0","184766.4","207862.2","221719.68","230958.0"
"cn-shenzhen","linux","vpc","true","ecs.i1.14xlarge","37.24","2544.08","9086.0","8631.7","81774.0","130838.4","147193.2","157006.08","163548.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2ne.14xlarge","27.81","2242.24","8008.0","7607.6","72072.0","115315.2","129729.6","138378.24","144144.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5-c28g1.14xlarge","47.75","3850.84","13753.0","13753.0","140280.6","231050.4","257456.16","277260.48","288813.0"
"cn-shenzhen","linux","vpc","true","ecs.gn5i-c28g1.14xlarge","43.06","3472.0","12400.0","11780.0","111600.0","178560.0","200880.0","214272.0","223200.0"
"cn-shenzhen","linux","vpc","true","ecs.se1ne.14xlarge","35.58","2869.44","10248.0","9735.6","92232.0","147571.2","166017.6","177085.44","184464.0"
"cn-shenzhen","linux","vpc","true","ecs.se1.14xlarge","44.29","2869.44","10248.0","10248.0","104529.6","172166.4","184464.0","245952.0","307440.0"
"cn-shenzhen","linux","vpc","true","ecs.re4.20xlarge","68.75","5544.0","19800.0","19800.0","201960.0","332640.0","356400.0","475200.0","594000.0"
"cn-shenzhen","linux","vpc","true","ecs.re4.40xlarge","137.5","11088.0","39600.0","39600.0","403920.0","665280.0","712800.0","950400.0","1188000.0"
"cn-shenzhen","linux","classic","true","ecs.xn4.small","0.16","12.6","45.0","45.0","459.0","756.0","810.0","1080.0","1350.0"
"cn-shenzhen","linux","classic","true","ecs.n4.small","0.29","23.52","84.0","84.0","856.8","1411.2","1512.0","2016.0","2520.0"
"cn-shenzhen","linux","classic","true","ecs.mn4.small","0.54","43.4","155.0","155.0","1581.0","2604.0","2790.0","3720.0","4650.0"
"cn-shenzhen","linux","classic","true","ecs.e4.small","0.9","72.8","260.0","260.0","2652.0","4368.0","4680.0","6240.0","7800.0"
"cn-shenzhen","linux","classic","true","ecs.n4.large","0.71","57.12","204.0","204.0","2080.8","3427.2","3672.0","4896.0","6120.0"
"cn-shenzhen","linux","classic","true","ecs.mn4.large","1.08","86.8","310.0","310.0","3162.0","5208.0","5580.0","7440.0","9300.0"
"cn-shenzhen","linux","classic","true","ecs.se1.large","1.53","102.48","366.0","366.0","3733.2","6148.8","6588.0","8784.0","10980.0"
"cn-shenzhen","linux","classic","true","ecs.n4.xlarge","1.42","114.24","408.0","408.0","4161.6","6854.4","7344.0","9792.0","12240.0"
"cn-shenzhen","linux","classic","true","ecs.mn4.xlarge","2.15","173.6","620.0","620.0","6324.0","10416.0","11160.0","14880.0","18600.0"
"cn-shenzhen","linux","classic","true","ecs.i1.xlarge","2.94","181.72","649.0","649.0","6619.8","10903.2","11682.0","15576.0","19470.0"
"cn-shenzhen","linux","classic","true","ecs.se1.xlarge","3.07","204.96","732.0","732.0","7466.4","12297.6","13176.0","17568.0","21960.0"
"cn-shenzhen","linux","classic","true","ecs.n4.2xlarge","2.83","228.48","816.0","816.0","8323.2","13708.8","14688.0","19584.0","24480.0"
"cn-shenzhen","linux","classic","true","ecs.mn4.2xlarge","4.3","347.2","1240.0","1240.0","12648.0","20832.0","22320.0","29760.0","37200.0"
"cn-shenzhen","linux","classic","true","ecs.i1.2xlarge","5.89","363.44","1298.0","1298.0","13239.6","21806.4","23364.0","31152.0","38940.0"
"cn-shenzhen","linux","classic","true","ecs.se1.2xlarge","6.14","409.92","1464.0","1464.0","14932.8","24595.2","26352.0","35136.0","43920.0"
"cn-shenzhen","linux","classic","true","ecs.i1.3xlarge","6.76","545.16","1947.0","1947.0","19859.4","32709.6","35046.0","46728.0","58410.0"
"cn-shenzhen","linux","classic","true","ecs.n4.4xlarge","5.67","456.96","1632.0","1632.0","16646.4","27417.6","29376.0","39168.0","48960.0"
"cn-shenzhen","linux","classic","true","ecs.i1.4xlarge","11.77","726.88","2596.0","2596.0","26479.2","43612.8","46728.0","62304.0","77880.0"
"cn-shenzhen","linux","classic","true","ecs.i1-c5d1.4xlarge","14.44","942.32","3365.44","3365.44","34327.49","56539.39","60577.92","80770.56","100963.2"
"cn-shenzhen","linux","classic","true","ecs.mn4.4xlarge","8.61","694.4","2480.0","2480.0","25296.0","41664.0","44640.0","59520.0","74400.0"
"cn-shenzhen","linux","classic","true","ecs.se1.4xlarge","12.28","819.84","2928.0","2928.0","29865.6","49190.4","52704.0","70272.0","87840.0"
"cn-shenzhen","linux","classic","true","ecs.i1.6xlarge","13.521","1090.32","3894.0","3894.0","39718.8","65419.2","70092.0","93456.0","116820.0"
"cn-shenzhen","linux","classic","true","ecs.n4.8xlarge","11.33","913.92","3264.0","3264.0","33292.8","54835.2","58752.0","78336.0","97920.0"
"cn-shenzhen","linux","classic","true","ecs.i1.8xlarge","23.54","1453.76","5192.0","5192.0","52958.4","87225.6","93456.0","124608.0","155760.0"
"cn-shenzhen","linux","classic","true","ecs.mn4.8xlarge","17.22","1388.8","4960.0","4960.0","50592.0","83328.0","89280.0","119040.0","148800.0"
"cn-shenzhen","linux","classic","true","ecs.i1-c10d1.8xlarge","25.14","1582.96","5653.44","5653.44","57665.09","94977.79","101761.92","135682.56","169603.2"
"cn-shenzhen","linux","classic","true","ecs.se1.8xlarge","24.56","1639.68","5856.0","5856.0","59731.2","98380.8","105408.0","140544.0","175680.0"
"cn-shenzhen","linux","classic","true","ecs.i1.14xlarge","37.24","2544.08","9086.0","9086.0","92677.2","152644.8","163548.0","218064.0","272580.0"
"cn-shenzhen","linux","classic","true","ecs.se1.14xlarge","44.29","2869.44","10248.0","10248.0","104529.6","172166.4","184464.0","245952.0","307440.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.tiny","0.15","12.04","43.0","43.0","438.6","722.4","774.0","1032.0","1290.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.small","0.28","22.4","80.0","80.0","816.0","1344.0","1440.0","1920.0","2400.0"
"cn-shenzhen","linux","vpc","true","ecs.n2.small","0.49","39.48","141.0","141.0","1438.2","2368.8","2538.0","3384.0","4230.0"
"cn-shenzhen","linux","vpc","true","ecs.e3.small","0.86","69.72","249.0","249.0","2539.8","4183.2","4482.0","5976.0","7470.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.medium","0.65","52.64","188.0","188.0","1917.6","3158.4","3384.0","4512.0","5640.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1.medium","0.9","72.52","259.0","259.0","2641.8","4351.2","4662.0","6216.0","7770.0"
"cn-shenzhen","linux","vpc","true","ecs.n2.medium","1.02","82.32","294.0","294.0","2998.8","4939.2","5292.0","7056.0","8820.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2.medium","1.2","80.08","286.0","286.0","2917.2","4804.8","5148.0","6864.0","8580.0"
"cn-shenzhen","linux","vpc","true","ecs.e3.medium","1.73","139.44","498.0","498.0","5079.6","8366.4","8964.0","11952.0","14940.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.large","1.35","108.64","388.0","388.0","3957.6","6518.4","6984.0","9312.0","11640.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1.large","1.8","145.04","518.0","518.0","5283.6","8702.4","9324.0","12432.0","15540.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2.large","2.41","160.16","572.0","572.0","5834.4","9609.6","10296.0","13728.0","17160.0"
"cn-shenzhen","linux","vpc","true","ecs.n2.large","2.04","164.64","588.0","588.0","5997.6","9878.4","10584.0","14112.0","17640.0"
"cn-shenzhen","linux","vpc","true","ecs.e3.large","3.46","278.88","996.0","996.0","10159.2","16732.8","17928.0","23904.0","29880.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.xlarge","2.69","217.28","776.0","776.0","7915.2","13036.8","13968.0","18624.0","23280.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1.xlarge","3.6","290.08","1036.0","1036.0","10567.2","17404.8","18648.0","24864.0","31080.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2.xlarge","4.82","320.32","1144.0","1144.0","11668.8","19219.2","20592.0","27456.0","34320.0"
"cn-shenzhen","linux","vpc","true","ecs.n2.xlarge","4.08","329.28","1176.0","1176.0","11995.2","19756.8","21168.0","28224.0","35280.0"
"cn-shenzhen","linux","vpc","true","ecs.e3.xlarge","6.92","557.76","1992.0","1992.0","20318.4","33465.6","35856.0","47808.0","59760.0"
"cn-shenzhen","linux","vpc","true","ecs.n1.3xlarge","5.39","434.56","1552.0","1552.0","15830.4","26073.6","27936.0","37248.0","46560.0"
"cn-shenzhen","linux","vpc","true","ecs.sn1.3xlarge","7.19","580.16","2072.0","2072.0","21134.4","34809.6","37296.0","49728.0","62160.0"
"cn-shenzhen","linux","vpc","true","ecs.sn2.3xlarge","9.64","640.64","2288.0","2288.0","23337.6","38438.4","41184.0","54912.0","68640.0"
"cn-shenzhen","linux","vpc","true","ecs.n2.3xlarge","8.17","658.56","2352.0","2352.0","23990.4","39513.6","42336.0","56448.0","70560.0"
"cn-shenzhen","linux","vpc","true","ecs.e3.3xlarge","13.83","1115.52","3984.0","3984.0","40636.8","66931.2","71712.0","95616.0","119520.0"
